Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,Academic_Stream,Education_Level,Age_Group,Work_Experience_Years,Career_Break,Career_Break_Months,Preferred_Work_Mode,Location_Preference,Family_Support_Score,English_Proficiency,Entrepreneurship_Interest,Risk_Tolerance,Leadership_Readiness,Certifications_Interest,Work_Life_Balance_Priority,Salary_Expectation_Lakh,Industry_Preference,Public_Speaking_Confidence,Conflict_Resolution_Skills,Stress_Management_Skills,Adaptability_Score,Mentoring_Experience,Innovation_Interest,Customer_Focus,Data_Driven_Thinking,Continuous_Learning,Career_Goal_Clarity,Willing_To_Relocate,Prefer_Corporate,Domain_Expertise_Depth,Current_Role_Success,Success_Percentage
Computer Science,Fluid Mechanics Engineer,3.545067497069127,9,0,4,0,7,0,1,4,0,1,3,3,4,0,Science,Bachelors,36-40,2,0,0,Remote,Tier1_City,4,2,4,2,0,5,4,26.53,Education,1,1,5,2,4,4,5,3,2,4,0,0,2,3,43.91
Chemistry,Legal Secretary,2.758817246100112,7,1,3,1,2,1,4,2,0,1,4,3,1,1,Science,Masters,36-40,8,1,40,Flexible,Tier1_City,2,2,5,2,2,0,4,12.16,Healthcare,2,2,1,2,1,4,1,3,2,2,0,0,1,3,53.62
Medicine,Chemist,4.010744534250351,3,0,4,0,8,0,0,0,2,3,0,0,1,0,Science,Bachelors,31-35,6,0,0,Remote,Any,1,2,0,5,0,0,4,44.47,Education,5,4,1,2,1,3,4,2,4,5,1,0,2,4,42.44
Marketing,Chemical Engineer,3.4874586052441514,4,2,3,1,7,0,2,1,1,2,4,1,4,0,Commerce,Bachelors,31-35,14,0,0,Remote,Tier2_City,4,2,3,1,2,1,4,6.85,Education,4,3,5,2,1,1,4,1,3,3,1,1,1,1,54.56
Physics,Inorganic Chemist,3.6606315426585407,0,1,1,1,2,0,1,0,3,0,3,1,2,0,Science,Bachelors,25-30,8,1,52,Flexible,Tier2_City,1,4,4,4,1,5,2,20.41,Finance,5,1,4,2,1,4,3,4,5,2,1,1,2,2,52.29
Chemistry,Mechanical Engineer,4.0567658358171785,2,1,4,1,8,1,2,1,4,0,1,2,1,1,Science,High School,25-30,1,1,33,Office,Tier1_City,4,1,5,4,1,4,4,18.0,Other,3,1,5,4,5,1,2,5,4,5,1,0,3,2,45.38
Biology,Advertising Manager,3.87553470938016,8,0,3,1,9,1,2,4,0,1,4,0,3,0,Science,Bachelors,31-35,5,0,0,Hybrid,Tier1_City,3,5,2,1,3,3,3,48.05,Healthcare,5,1,3,1,1,3,2,5,2,4,0,0,1,2,48.13
Music,Ecologist,4.446700542948105,2,2,3,0,4,1,3,0,4,1,1,0,2,0,Arts,Masters,36-40,4,1,21,Flexible,Tier1_City,1,2,3,3,3,2,3,8.55,Education,5,4,3,2,4,0,4,4,5,2,1,0,4,2,50.14
Finance,Curriculum Developer,2.78710459275384,4,0,4,0,1,1,0,2,1,1,1,3,3,1,Commerce,Masters,25-30,13,1,54,Hybrid,Tier1_City,1,2,4,3,2,4,5,44.84,Education,3,4,3,5,3,1,2,4,2,4,0,0,4,2,58.93
Physics,Accountant,4.626585795215443,3,2,4,1,9,1,3,0,2,2,1,4,1,1,Science,Bachelors,25-30,1,1,28,Remote,Tier2_City,2,1,5,2,2,4,3,24.45,Healthcare,3,4,3,5,3,2,3,3,3,2,0,1,5,1,44.77
Education,Forensic Psychologist,4.174893795770424,1,1,1,1,6,1,3,1,4,1,0,4,0,1,Arts,Bachelors,25-30,3,1,24,Office,Tier3_City,5,4,1,5,1,1,3,5.23,Finance,3,4,1,2,3,1,4,2,1,3,1,0,3,3,42.29
Music,Geneticist,4.519837650404384,2,0,4,0,9,1,1,3,3,2,1,2,3,0,Arts,High School,25-30,3,0,0,Hybrid,Any,1,3,1,2,4,3,2,37.26,Healthcare,5,2,1,3,1,0,4,2,5,4,1,1,3,3,50.43
Chemistry,Pharmacist,3.913307817384979,7,2,3,0,8,1,1,4,0,4,2,0,4,1,Science,Masters,18-24,7,1,6,Hybrid,Tier1_City,4,2,1,3,2,3,3,7.74,Finance,3,1,5,2,1,1,4,3,5,1,1,0,4,2,50.21
Engineering,Inorganic Chemist,3.291396778238208,1,2,4,1,4,0,0,0,1,1,2,4,1,0,Science,High School,25-30,12,0,0,Flexible,Tier1_City,2,4,2,1,2,0,1,14.14,Finance,1,1,2,4,4,3,3,5,4,1,0,0,1,1,45.27
Law,Architectural Technologist,4.358487098999646,3,1,2,0,9,1,2,2,3,4,0,2,4,1,Arts,PhD,25-30,6,1,51,Remote,Tier2_City,5,4,0,2,4,0,3,40.59,Manufacturing,2,5,2,1,5,1,2,1,5,2,0,0,4,4,59.16
Engineering,Clinical Psychologist,3.734021248413346,4,2,2,1,2,0,4,4,2,4,2,4,2,1,Science,Bachelors,25-30,12,1,31,Office,Tier1_City,1,5,3,4,3,4,5,10.27,Finance,2,3,1,5,3,5,4,5,5,3,1,0,2,4,76.26
Physics,Judge,3.231443186596658,4,1,3,1,2,1,1,4,3,4,1,3,0,0,Science,Bachelors,25-30,4,0,0,Hybrid,Tier3_City,3,2,0,4,3,1,5,18.3,Manufacturing,3,2,4,2,5,2,5,5,2,4,0,1,3,4,54.84
Physics,Principal,3.1762560706040213,7,1,3,1,8,0,3,1,4,4,4,0,3,0,Science,PhD,31-35,8,0,0,Remote,Tier2_City,2,4,0,1,2,3,4,19.97,Other,4,3,1,1,2,1,4,1,3,4,1,0,5,1,71.17
Art,Ecologist,3.5762951926495314,5,0,1,1,1,1,1,4,2,1,0,2,3,1,Arts,High School,36-40,0,0,0,Office,Any,3,5,0,3,3,1,2,30.67,Tech,5,2,4,1,1,3,2,1,4,2,0,1,5,5,36.36
Music,Landscape Architect,2.67671658636503,7,1,0,1,1,0,1,4,0,3,0,2,0,1,Arts,Masters,40+,3,1,25,Office,Tier1_City,4,4,1,4,3,2,5,40.13,Finance,2,2,2,2,0,1,1,2,2,3,0,1,3,4,41.96
Computer Science,Civil Engineer,2.6823176626051923,2,2,0,0,3,1,1,0,3,2,3,1,4,0,Science,Bachelors,25-30,4,1,47,Flexible,Tier1_City,2,5,3,4,5,3,1,13.85,Healthcare,1,2,1,1,0,4,1,1,4,5,1,0,5,3,53.0
Architecture,Nurse,4.392126817590766,5,0,2,0,0,0,1,3,4,4,2,3,3,0,Interdisciplinary,Bachelors,18-24,7,0,0,Flexible,Tier1_City,2,5,1,5,3,0,1,12.67,Manufacturing,4,1,5,5,0,0,1,3,4,4,0,0,4,2,67.58
Physics,Clinical Psychologist,3.532634023605539,7,1,2,1,4,0,4,4,0,3,4,1,1,1,Science,Bachelors,40+,2,0,0,Hybrid,Tier1_City,2,5,0,2,1,4,4,13.43,Tech,4,3,3,2,4,2,5,1,3,5,0,1,5,5,53.7
Art,Credit Analyst,3.510960603673197,9,2,3,0,7,0,1,0,3,2,3,4,3,1,Arts,Masters,31-35,13,1,33,Hybrid,Tier2_City,5,4,5,3,0,1,2,20.94,Other,1,3,2,3,2,0,1,5,3,4,1,1,2,2,65.41
Art,AI Researcher,4.376215860246983,9,0,0,1,4,1,2,3,0,2,0,4,3,1,Arts,Masters,25-30,11,0,0,Hybrid,Any,5,3,5,2,2,0,2,28.15,Tech,5,4,1,2,1,2,3,3,1,2,0,0,1,3,49.36
Marketing,Judge,2.5302009585285514,4,0,0,0,8,1,1,2,0,4,2,0,3,0,Commerce,High School,18-24,4,0,0,Hybrid,Tier1_City,1,1,4,3,2,4,3,3.63,Finance,5,3,1,5,4,0,3,1,2,3,1,0,5,2,39.77
Biology,Credit Analyst,2.791923102195865,3,0,4,0,2,1,1,2,0,2,4,4,1,0,Science,PhD,18-24,2,0,0,Remote,Tier1_City,3,5,2,4,1,0,1,39.67,Healthcare,3,4,3,2,3,5,1,2,3,1,1,0,5,1,45.96
Finance,Risk Analyst,4.431004945546922,5,1,4,1,2,0,2,1,1,3,1,2,3,0,Commerce,Bachelors,18-24,12,1,13,Hybrid,Tier1_City,1,2,5,5,0,3,1,46.56,Finance,1,5,2,2,3,2,1,2,4,2,1,1,2,1,51.69
Education,Art Therapist,4.489862208787856,6,0,0,1,4,0,4,4,1,4,4,1,1,0,Arts,Bachelors,18-24,6,1,37,Office,Tier2_City,3,1,5,2,0,1,1,42.65,Education,1,4,5,2,1,1,2,5,4,1,1,1,2,3,53.49
Psychology,Special Education Teacher,4.523446495968162,6,2,2,1,6,0,3,4,4,3,0,1,4,1,Arts,Bachelors,36-40,9,0,0,Hybrid,Tier2_City,1,3,5,4,1,2,1,4.75,Tech,1,2,5,4,5,0,3,4,4,5,0,1,2,4,67.01
Biology,Inorganic Chemist,3.298718750873213,9,2,2,1,0,0,0,0,1,4,4,3,2,0,Science,High School,25-30,2,0,0,Flexible,Tier3_City,2,1,2,3,4,5,5,27.65,Education,3,1,5,4,1,2,2,5,2,5,1,1,3,4,46.66
Physics,Web Developer,2.6089781625315003,2,1,0,1,0,0,2,2,2,1,1,4,3,0,Science,Bachelors,31-35,6,0,0,Remote,Tier3_City,2,1,5,2,4,0,2,41.26,Education,2,2,2,5,0,1,2,1,5,2,1,1,3,2,54.63
Finance,Industrial-Organizational Psychologist,4.676032349363313,7,2,0,0,9,0,4,0,4,3,3,1,4,0,Commerce,PhD,36-40,13,1,30,Hybrid,Tier2_City,3,3,0,2,0,5,3,19.17,Manufacturing,5,5,5,1,2,2,1,5,1,5,1,0,4,3,64.68
Marketing,Curriculum Developer,3.676034024941474,3,0,2,1,2,0,4,4,0,2,2,3,1,1,Commerce,Bachelors,31-35,1,0,0,Office,Tier2_City,2,2,1,4,4,1,5,45.16,Education,3,1,4,2,0,2,2,3,4,4,0,1,2,3,52.14
Engineering,Industrial-Organizational Psychologist,3.500043005409128,6,0,1,0,2,1,2,3,0,2,2,1,0,1,Science,Bachelors,36-40,6,0,0,Hybrid,Tier3_City,1,5,3,2,4,3,2,44.68,Tech,3,5,1,2,2,3,1,5,1,3,0,0,4,1,45.88
Art,Acoustics Specialist,2.812974831825013,2,0,3,0,9,0,1,3,4,3,1,3,0,0,Arts,Bachelors,40+,8,0,0,Remote,Tier1_City,5,4,1,5,4,0,4,9.66,Tech,3,2,4,4,4,3,1,2,5,2,1,1,4,4,60.69
Education,Counselor,2.5861558224536805,6,2,2,1,0,0,0,0,2,3,2,1,4,1,Arts,Masters,25-30,11,1,56,Hybrid,Tier1_City,4,2,3,5,0,3,1,26.2,Healthcare,1,1,2,3,4,0,4,3,1,5,0,0,2,4,51.63
Business,Brand Manager,3.5368749500358456,1,2,1,1,1,1,0,2,3,1,0,4,3,0,Commerce,Masters,40+,4,0,0,Remote,Tier1_City,1,2,4,4,4,2,3,4.21,Finance,3,5,5,4,5,1,3,2,2,5,0,1,5,5,50.74
Chemistry,Zoologist,2.67667379362445,3,0,4,0,9,1,4,1,2,4,3,4,2,1,Science,Bachelors,31-35,11,0,0,Office,Tier1_City,3,5,3,3,2,2,2,16.25,Healthcare,2,4,5,1,2,4,5,5,2,5,0,1,5,1,63.29
Engineering,Architectural Technologist,4.095523710115096,2,0,0,1,0,1,3,1,1,2,4,4,1,0,Science,High School,18-24,5,1,23,Flexible,Tier1_City,2,2,3,4,5,4,4,41.16,Healthcare,4,3,5,2,4,5,3,1,4,5,0,1,5,4,57.91
Engineering,Credit Analyst,4.919747935730706,6,1,2,1,0,1,1,0,4,0,2,3,2,0,Science,Bachelors,31-35,12,1,13,Remote,Tier1_City,4,2,4,5,0,4,1,48.83,Finance,3,2,3,2,2,2,5,5,1,1,1,0,1,4,42.26
Computer Science,Social Media Manager,3.3725752830172606,6,1,2,0,8,1,4,4,2,2,0,0,0,0,Science,Bachelors,31-35,9,0,0,Remote,Tier1_City,4,1,2,1,1,4,4,45.93,Tech,2,4,3,5,5,0,4,3,3,4,1,0,3,2,57.25
Law,Physical Chemist,4.49738323096861,5,1,0,1,3,1,4,0,2,0,3,1,4,0,Arts,Bachelors,36-40,10,0,0,Remote,Tier3_City,2,1,3,1,4,3,4,5.0,Manufacturing,1,5,5,3,5,3,4,2,5,4,0,0,4,4,64.52
Medicine,Illustrator,4.254698377653533,1,0,4,0,0,0,2,0,1,2,1,1,3,1,Science,Bachelors,25-30,2,0,0,Remote,Tier2_City,1,3,4,2,3,4,5,46.56,Education,4,5,1,5,5,1,3,5,2,5,1,0,4,2,43.98
Medicine,Physical Chemist,3.790595253107208,1,0,1,1,9,0,2,2,4,1,4,1,3,0,Science,Bachelors,25-30,12,0,0,Remote,Tier1_City,2,3,3,2,0,1,4,41.66,Manufacturing,5,1,3,3,4,3,4,1,2,1,1,1,1,4,50.37
Education,Chemist,4.563652037383863,5,0,2,1,1,1,0,4,4,1,4,1,2,1,Arts,Bachelors,18-24,9,0,0,Remote,Tier3_City,5,3,1,1,1,5,5,43.78,Education,5,4,2,3,5,2,4,1,5,5,1,1,2,2,64.88
Marketing,Entrepreneur,4.909280908017695,6,0,4,1,8,1,2,2,3,0,4,4,1,1,Commerce,Bachelors,25-30,4,0,0,Hybrid,Tier2_City,3,4,4,5,5,5,5,46.0,Finance,1,5,5,3,3,3,1,4,3,3,1,0,1,1,55.15
Business,Musician,4.268830511306071,8,1,0,0,5,0,1,3,1,3,2,2,3,1,Commerce,PhD,18-24,12,0,0,Hybrid,Tier1_City,2,5,0,2,2,3,4,25.94,Finance,1,1,1,3,1,5,4,1,3,4,1,0,2,2,67.93
Finance,Special Education Teacher,3.927440488773216,9,0,2,0,4,1,4,4,1,0,4,4,1,1,Commerce,PhD,25-30,14,1,40,Hybrid,Any,1,4,5,4,1,3,2,12.93,Healthcare,5,3,3,5,4,3,2,5,4,2,0,1,5,4,72.7
Architecture,Financial Controller,3.0063735093288075,9,1,0,0,7,0,3,0,0,1,2,4,1,1,Interdisciplinary,Masters,36-40,4,0,0,Hybrid,Tier1_City,5,4,3,4,4,4,4,3.99,Other,1,3,2,2,4,5,4,1,5,3,0,1,4,1,52.89
Medicine,Analytical Chemist,3.243758477246897,2,1,0,0,9,1,0,0,0,2,4,0,0,0,Science,Bachelors,18-24,2,0,0,Office,Tier3_City,5,3,3,5,3,5,4,4.11,Other,5,1,3,2,3,1,5,1,3,1,0,0,2,3,30.72
Law,Human Resources Specialist,4.608225400374822,4,1,2,0,1,0,1,4,1,1,4,3,0,0,Arts,Bachelors,25-30,7,0,0,Flexible,Any,1,5,1,2,4,5,2,33.2,Finance,1,4,2,5,0,5,3,3,3,2,1,0,1,4,59.06
Medicine,Architectural Technologist,3.2670044055305603,6,1,2,0,8,1,0,1,2,0,2,0,1,1,Science,Bachelors,18-24,5,0,0,Hybrid,Tier3_City,3,4,1,4,1,4,1,18.85,Education,5,1,5,4,3,0,5,1,2,3,0,0,3,4,40.18
Chemistry,Data Scientist,4.248239801147873,5,1,3,0,3,0,3,3,3,2,0,0,3,0,Science,Masters,18-24,12,0,0,Remote,Tier2_City,4,1,0,2,0,3,3,26.31,Other,2,1,1,1,4,2,1,5,1,5,1,0,2,5,58.35
Chemistry,Ecologist,4.502554398892764,7,0,4,0,0,1,2,3,4,2,1,0,1,0,Science,Bachelors,25-30,2,1,27,Remote,Any,5,4,4,2,3,2,1,9.17,Manufacturing,1,4,4,3,3,2,4,1,5,5,0,0,4,5,56.73
Biology,Psychologist,4.352046015890168,4,2,0,0,5,1,3,3,1,2,1,3,2,1,Science,Masters,18-24,0,0,0,Remote,Tier1_City,1,1,5,4,3,2,4,48.85,Manufacturing,5,3,3,5,3,5,2,2,5,4,0,0,4,1,57.2
Finance,Interior Designer,2.690834759663783,9,1,1,0,9,0,3,0,4,2,2,0,3,1,Commerce,PhD,25-30,9,1,51,Hybrid,Tier1_City,5,4,0,1,1,4,1,9.11,Manufacturing,1,5,1,3,5,1,1,4,2,2,0,1,4,3,57.97
Chemistry,Data Scientist,3.966405884955965,9,2,3,1,1,1,3,4,3,3,4,2,4,0,Science,Bachelors,18-24,0,0,0,Hybrid,Tier2_City,4,5,0,4,5,2,3,23.91,Other,5,3,4,3,3,5,3,4,4,2,0,0,3,2,56.76
Marketing,Music Therapist,3.104885490895133,8,2,1,1,1,1,3,4,2,1,1,0,3,1,Commerce,Masters,18-24,12,0,0,Hybrid,Any,1,1,2,5,5,1,1,23.84,Manufacturing,5,4,5,3,2,5,4,3,2,1,0,0,3,5,57.11
Law,Industrial-Organizational Psychologist,4.639951583141737,1,2,3,0,4,0,4,2,3,3,1,4,1,0,Arts,Bachelors,25-30,10,0,0,Remote,Tier2_City,5,1,5,3,4,1,3,3.41,Healthcare,4,2,2,5,3,0,3,5,4,4,1,1,5,3,73.59
Music,Software Developer,4.247837830067987,4,1,4,1,0,1,2,1,2,0,3,1,1,1,Arts,Bachelors,25-30,9,0,0,Office,Any,1,3,0,4,1,1,1,34.39,Other,1,4,5,2,3,1,1,5,1,5,1,1,5,3,51.4
Medicine,Conductor,3.254528214018209,9,0,2,0,2,0,4,4,2,0,3,2,1,1,Science,Bachelors,18-24,11,1,44,Remote,Tier1_City,1,1,3,2,3,3,5,28.3,Manufacturing,2,3,1,4,4,5,2,3,2,2,0,0,3,1,59.74
Architecture,Counselor,3.326941830147404,4,0,0,0,4,1,2,4,0,2,1,2,1,0,Interdisciplinary,Bachelors,25-30,1,1,52,Remote,Tier3_City,4,4,0,2,1,3,4,26.38,Education,3,3,1,4,2,1,3,4,5,2,0,0,5,2,42.84
Business,Web Developer,3.583308608126872,0,2,4,0,7,1,3,3,2,4,4,3,2,0,Commerce,Masters,36-40,9,0,0,Office,Any,1,4,5,4,3,3,3,41.45,Healthcare,3,4,3,5,0,5,4,2,3,4,0,1,4,1,75.17
Architecture,Curriculum Developer,4.127902504132747,8,1,4,0,3,1,4,1,1,3,2,1,4,1,Interdisciplinary,Bachelors,31-35,4,0,0,Remote,Tier2_City,3,3,1,3,4,3,4,14.33,Healthcare,1,4,4,1,2,3,5,4,1,2,0,0,1,3,44.61
Marketing,Architect,3.735115128228303,8,2,4,1,0,0,3,1,1,4,1,4,2,1,Commerce,Bachelors,18-24,6,0,0,Office,Any,5,2,1,4,0,3,5,43.47,Other,5,4,4,4,2,0,5,4,2,2,1,0,3,2,47.8
Computer Science,Psychologist,4.303133455528579,4,1,1,0,9,1,3,2,3,1,3,4,2,1,Science,Masters,25-30,0,1,23,Flexible,Tier1_City,2,1,5,3,0,4,1,43.64,Healthcare,5,3,3,4,2,5,3,2,5,3,1,0,5,4,54.25
Marketing,Marketing Specialist,4.917684376237891,0,0,3,1,6,0,0,1,1,3,2,0,1,1,Commerce,Masters,31-35,0,0,0,Office,Any,3,1,3,3,1,2,4,41.86,Finance,2,1,5,3,4,2,2,4,5,2,0,0,2,5,41.36
Psychology,Brand Manager,2.890535772852373,5,1,1,1,1,1,3,3,4,0,4,3,0,0,Arts,Bachelors,18-24,3,0,0,Remote,Any,3,1,2,5,3,4,1,19.05,Healthcare,1,2,4,5,5,5,1,1,5,1,0,0,3,2,56.57
Engineering,Surgeon,3.8422201369674993,0,1,3,1,4,1,1,1,1,0,3,1,2,0,Science,Masters,36-40,12,0,0,Hybrid,Tier1_City,1,4,0,2,0,2,1,10.64,Education,3,1,5,2,1,4,4,5,3,4,0,1,1,5,55.58
Biology,Counselor,4.804723358333931,5,0,4,1,2,0,1,0,3,1,3,1,2,0,Science,Masters,36-40,9,0,0,Hybrid,Tier2_City,3,5,4,2,3,4,4,25.33,Other,2,3,2,5,4,5,3,4,5,4,0,0,3,4,65.16
Architecture,Legal Secretary,3.395878909640608,8,0,2,1,0,0,0,1,3,0,1,2,1,1,Interdisciplinary,Bachelors,36-40,14,0,0,Flexible,Tier2_City,3,5,1,3,4,1,3,15.21,Other,1,1,1,5,4,2,4,2,3,1,1,1,5,1,49.09
Engineering,Quantum Physicist,3.169742803371336,4,1,1,0,9,1,0,1,1,4,1,1,2,0,Science,Bachelors,36-40,5,0,0,Flexible,Tier1_City,3,5,3,2,1,0,3,5.45,Manufacturing,1,4,2,4,0,1,2,5,2,3,0,1,3,1,40.24
Law,Brand Manager,2.773506302626096,2,1,1,0,0,1,0,2,0,3,4,2,2,1,Arts,Bachelors,31-35,8,0,0,Remote,Tier1_City,1,3,4,1,3,3,4,16.14,Finance,1,5,3,3,5,4,5,5,4,3,0,0,2,3,55.19
Biology,Digital Marketing Specialist,2.8769869778993726,1,0,3,1,3,1,4,1,0,4,4,3,1,0,Science,Masters,31-35,0,0,0,Flexible,Tier1_City,3,3,5,3,1,0,3,25.05,Manufacturing,4,4,4,5,0,1,1,4,1,5,0,0,2,1,51.51
Chemistry,Mechanical Engineer,3.795691911744447,8,2,2,0,2,1,4,4,2,0,0,3,1,0,Science,Masters,31-35,10,0,0,Remote,Tier2_City,2,4,0,2,3,0,2,8.3,Tech,2,2,2,2,0,4,5,4,1,2,1,1,2,2,57.65
Physics,Marketing Specialist,3.338316382330709,7,1,3,0,2,0,3,0,4,4,2,0,2,1,Science,Masters,36-40,9,0,0,Hybrid,Tier2_City,3,5,0,1,5,1,1,47.38,Finance,1,4,1,3,1,5,1,4,2,1,0,1,4,5,61.64
Law,Ecologist,4.330156428188029,7,1,2,0,6,0,3,2,1,3,2,3,4,0,Arts,Bachelors,31-35,4,0,0,Hybrid,Any,1,2,0,5,5,0,4,33.84,Education,2,5,4,3,2,5,5,3,2,4,0,0,4,2,55.43
Music,Principal,3.211967101323544,3,2,2,1,0,0,4,0,0,4,4,0,1,0,Arts,Bachelors,25-30,8,0,0,Remote,Tier1_City,1,1,4,2,3,0,5,9.41,Finance,3,3,5,2,1,3,3,5,5,3,1,1,1,5,56.57
Engineering,Microbiologist,2.583149468877368,7,0,3,1,4,1,4,1,2,1,1,4,2,1,Science,High School,25-30,7,0,0,Flexible,Tier2_City,4,5,0,1,4,1,4,41.17,Healthcare,1,1,4,2,2,1,2,3,5,1,1,1,2,4,50.39
Education,Nuclear Physicist,3.513434882673776,0,0,3,0,9,1,0,0,0,1,1,3,0,1,Arts,Bachelors,36-40,6,0,0,Hybrid,Tier1_City,4,2,2,4,1,2,4,46.62,Finance,5,4,1,2,1,4,5,4,2,5,0,1,5,5,40.25
Engineering,Chemist,2.5861201736647126,1,2,0,1,1,0,2,4,4,2,2,2,3,1,Science,Masters,18-24,12,0,0,Office,Tier2_City,2,1,4,4,2,4,1,15.35,Healthcare,1,1,4,5,5,2,2,2,1,5,1,0,4,3,70.88
Business,Music Therapist,4.748094943329452,2,2,4,0,2,1,4,3,0,1,3,3,2,1,Commerce,Masters,31-35,9,0,0,Flexible,Any,5,1,1,1,3,5,5,9.73,Manufacturing,1,2,2,3,4,3,5,4,2,2,1,0,5,1,58.95
Physics,Market Research Analyst,2.935439889924397,4,0,3,1,7,0,1,3,2,3,1,1,3,0,Science,Bachelors,40+,1,0,0,Office,Tier1_City,4,3,5,3,3,0,1,18.16,Finance,2,1,3,3,4,1,4,4,5,3,0,1,4,2,45.34
Psychology,Risk Analyst,2.8992311692708217,9,2,0,1,5,0,4,2,4,1,1,4,0,1,Arts,Bachelors,31-35,8,0,0,Hybrid,Tier1_City,3,2,2,3,5,3,3,42.12,Finance,2,2,2,1,2,0,5,1,2,5,1,0,5,2,64.9
Law,Software Developer,2.53800007563245,5,1,1,1,7,0,0,1,3,4,1,2,0,0,Arts,Bachelors,40+,11,0,0,Office,Tier2_City,1,5,3,2,0,1,4,11.23,Education,4,2,4,1,2,5,1,1,5,2,1,1,4,1,54.35
Education,Special Education Teacher,4.827778399429247,9,2,0,0,6,0,3,0,3,4,4,3,3,0,Arts,Bachelors,31-35,12,1,40,Hybrid,Tier1_City,4,5,0,4,5,0,1,39.63,Tech,1,4,5,1,2,5,4,5,1,3,0,0,3,4,59.76
Education,AI Researcher,4.372002425147654,6,2,0,0,3,0,4,0,2,1,2,2,2,0,Arts,Bachelors,18-24,7,0,0,Office,Tier2_City,1,4,3,3,1,5,2,36.66,Finance,3,5,4,5,3,3,3,5,4,5,0,1,4,5,57.07
Chemistry,Human Resources Specialist,3.239213375934713,3,1,0,0,0,0,0,1,2,1,2,4,1,1,Science,Bachelors,36-40,12,1,31,Remote,Tier1_City,3,2,1,3,5,2,4,33.61,Manufacturing,2,1,1,5,0,4,3,5,1,4,1,1,5,2,56.71
Psychology,Conductor,3.184871047487883,0,0,2,1,2,0,3,2,0,0,4,0,4,1,Arts,Bachelors,25-30,10,1,53,Hybrid,Tier1_City,1,1,3,4,2,2,3,23.37,Healthcare,4,2,2,2,3,5,3,3,3,4,0,1,4,3,56.81
Chemistry,Architectural Technologist,3.4219436042731366,0,2,1,1,2,1,1,3,2,1,3,3,2,0,Science,Bachelors,25-30,14,0,0,Office,Tier2_City,1,3,1,5,4,5,1,20.24,Manufacturing,5,2,2,5,3,0,2,5,5,1,1,0,5,2,60.93
Chemistry,Acoustics Specialist,3.0496074222661176,4,2,1,0,0,0,1,0,0,2,2,2,0,1,Science,Bachelors,25-30,9,1,33,Office,Any,4,4,3,3,2,3,1,7.01,Other,5,2,4,3,4,0,3,1,2,4,0,0,1,1,48.8
Medicine,Psychologist,4.436859322966953,1,1,0,0,3,0,3,1,0,1,1,0,2,0,Science,High School,25-30,9,0,0,Flexible,Tier2_City,1,3,1,1,4,0,2,19.8,Other,4,3,3,3,5,5,5,5,2,4,1,1,4,3,44.99
Biology,Social Media Manager,3.732442802546022,0,0,4,1,0,1,1,2,4,3,4,0,3,0,Science,Masters,25-30,8,0,0,Remote,Tier1_City,3,1,4,2,2,3,3,31.29,Education,5,1,4,4,4,5,4,4,5,3,0,1,4,4,63.64
Engineering,Human Resources Specialist,4.026483071559845,5,0,4,1,1,1,3,1,3,2,3,4,2,0,Science,Bachelors,25-30,8,0,0,Hybrid,Tier1_City,2,1,4,3,5,2,2,45.22,Other,1,1,3,4,2,0,1,1,3,2,1,0,2,2,62.07
Medicine,Dentist,3.3414639347400903,9,1,0,1,7,1,4,1,4,4,4,1,3,1,Science,PhD,31-35,8,0,0,Hybrid,Any,1,3,5,3,2,2,4,42.16,Finance,2,2,4,5,4,4,3,3,5,4,1,0,4,5,80.31
Physics,Architectural Technologist,3.755540713456489,2,1,3,0,2,0,0,1,4,1,3,2,4,0,Science,Bachelors,36-40,2,0,0,Hybrid,Any,1,4,5,5,5,4,5,4.51,Tech,3,1,2,4,2,3,1,3,2,3,0,0,2,3,48.36
Architecture,Biologist,4.0416597353067125,2,1,4,0,1,0,1,4,4,4,2,4,1,0,Interdisciplinary,Bachelors,25-30,6,0,0,Hybrid,Tier1_City,3,1,3,1,5,2,1,9.53,Tech,5,1,3,5,5,0,2,5,4,4,1,0,1,2,67.89
Education,Analytical Chemist,3.0951608454090587,9,0,2,1,0,0,2,2,2,2,4,4,1,0,Arts,Bachelors,18-24,11,0,0,Remote,Any,5,5,2,2,1,1,2,42.88,Finance,1,3,1,2,5,5,2,3,3,5,1,1,1,5,65.38
Art,Urban Planner,3.2762900051845425,3,1,0,0,9,0,4,2,1,0,4,0,1,0,Arts,High School,31-35,0,0,0,Office,Any,3,5,2,3,5,4,1,47.15,Tech,2,2,3,2,3,0,1,3,2,3,1,1,2,3,40.81
Finance,Financial Advisor,2.7272590981799945,0,1,1,0,3,0,2,0,1,2,2,4,1,1,Commerce,Masters,31-35,8,0,0,Flexible,Tier1_City,4,5,4,2,0,3,1,5.62,Manufacturing,1,1,5,4,0,5,5,1,1,2,0,1,2,5,49.69
Art,Legal Analyst,4.9892249930498895,3,1,0,0,6,0,2,1,1,4,1,0,2,1,Arts,High School,36-40,13,0,0,Remote,Tier3_City,4,4,0,4,2,2,2,35.96,Healthcare,1,5,1,5,4,4,1,5,3,1,0,0,1,3,49.11
